player_id;player;team;age;games_played;wins;losses;minutes;rebounds;assists;turnovers;steals;blocks;personal_fouls;points
239;Jose Calderon;NYK;34;72;29;43;28.1;3.2;4.1;1.2;0.9;0.1;1.9;7.6
240;Jose Juan Barea;DAL;32;74;38;36;22.5;2.1;4.1;1.5;0.4;0.0;1.5;10.9
241;Josh Huestis;OKC;24;5;2;3;11.0;2.0;0.0;0.6;0.2;0.4;0.6;2.8
242;Josh McRoberts;MIA;29;42;27;15;14.2;2.5;1.9;0.7;0.4;0.2;1.6;3.6
243;Josh Richardson;MIA;22;52;29;23;21.3;2.1;1.4;0.7;0.7;0.5;2.1;6.6
244;Josh Smith;HOU;30;55;31;24;16.0;3.5;1.6;1.4;0.6;0.9;2.1;6.0
245;Jrue Holiday;NOP;26;65;27;38;28.2;3.0;6.0;2.6;1.4;0.3;2.3;16.8
246;Julius Randle;LAL;21;81;17;64;28.2;10.2;1.8;1.8;0.7;0.4;3.0;11.3
247;Justin Anderson;DAL;22;55;28;27;11.8;2.4;0.5;0.4;0.3;0.5;0.8;3.8
248;Justin Harper;BKN;26;5;4;1;7.0;0.2;0.0;0.4;0.2;0.0;0.6;2.6
249;Justin Holiday;CHI;27;53;28;25;14.6;1.7;1.1;0.7;0.6;0.4;1.2;4.5
250;Justise Winslow;MIA;20;78;46;32;28.6;5.2;1.5;1.2;0.9;0.3;2.4;6.4
251;Jusuf Nurkic;DEN;21;32;14;18;17.1;5.5;1.3;1.7;0.8;1.4;2.8;8.2
252;KJ McDaniels;HOU;23;37;17;20;6.4;1.1;0.3;0.5;0.2;0.2;0.8;2.4
253;Karl-Anthony Towns;MIN;20;82;29;53;32.0;10.5;2.0;2.2;0.7;1.7;3.0;18.3
254;Kawhi Leonard;SAS;25;72;60;12;33.1;6.8;2.6;1.5;1.8;1.0;1.8;21.2
255;Keith Appling;ORL;24;5;0;5;5.4;0.2;0.2;0.6;0.2;0.0;1.0;1.2
256;Kelly Olynyk;BOS;25;69;40;29;20.2;4.1;1.5;1.1;0.8;0.5;2.4;10.0
257;Kelly Oubre;WAS;20;63;31;32;10.7;2.1;0.2;0.5;0.3;0.1;1.6;3.7
258;Kemba Walker;CHA;26;81;47;34;35.6;4.4;5.2;2.1;1.6;0.5;1.4;20.9
259;Kendall Marshall;PHI;24;30;3;27;13.3;0.9;2.4;1.4;0.5;0.1;1.0;3.7
260;Kendrick Perkins;NOP;31;37;13;24;14.6;3.5;0.8;1.1;0.3;0.3;1.7;2.5
261;Kenneth Faried;DEN;26;67;26;41;25.3;8.7;1.2;1.4;0.5;0.9;2.5;12.5
262;Kent Bazemore;ATL;26;75;44;31;27.8;5.1;2.3;1.8;1.3;0.5;2.3;11.6
263;Kentavious Caldwell-Pope;DET;23;76;41;35;36.7;3.7;1.8;1.4;1.4;0.2;2.2;14.5
264;Kevin Durant;OKC;27;72;52;20;35.8;8.2;5.0;3.5;1.0;1.2;1.9;28.2
265;Kevin Garnett;MIN;40;38;14;24;14.6;3.9;1.6;0.4;0.7;0.3;1.8;3.2
266;Kevin Love;CLE;27;77;53;24;31.5;9.9;2.4;1.8;0.8;0.5;2.1;16.0
267;Kevin Martin;SAS;33;55;24;31;19.9;2.0;1.1;1.0;0.5;0.1;1.5;9.3
268;Kevin Seraphin;NYK;26;48;15;33;11.0;2.6;1.0;0.9;0.2;0.8;1.4;3.9
269;Kevon Looney;GSW;20;5;4;1;4.1;2.0;0.0;0.2;0.0;0.0;0.4;1.8
270;Khris Middleton;MIL;24;79;33;46;36.1;3.8;4.2;2.3;1.7;0.2;2.6;18.2
271;Kirk Hinrich;ATL;35;46;26;20;13.7;1.5;1.6;0.7;0.3;0.0;1.4;3.0
272;Klay Thompson;GSW;26;80;71;9;33.3;3.8;2.1;1.7;0.8;0.6;1.9;22.1
273;Kobe Bryant;LAL;37;66;13;53;28.2;3.7;2.8;2.0;0.9;0.2;1.7;17.6
274;Kosta Koufos;SAC;27;78;32;46;19.0;5.4;0.4;0.6;0.5;0.9;2.4;6.8
275;Kostas Papanikolaou;DEN;25;26;8;18;11.3;1.5;0.6;0.8;0.5;0.2;0.9;2.6
276;Kris Humphries;ATL;31;53;29;24;15.7;4.1;0.7;0.7;0.3;0.4;1.8;6.5
277;Kristaps Porzingis;NYK;20;72;28;44;28.4;7.3;1.3;1.7;0.7;1.9;2.8;14.3
278;Kyle Anderson;SAS;22;78;64;14;16.0;3.1;1.6;0.8;0.8;0.4;1.2;4.5
279;Kyle Korver;ATL;35;80;46;34;30.0;3.3;2.1;1.2;0.8;0.4;2.0;9.2
280;Kyle Lowry;TOR;30;77;54;23;37.0;4.7;6.4;2.9;2.1;0.4;2.7;21.2
281;Kyle O'Quinn;NYK;26;65;26;39;11.8;3.8;1.1;0.9;0.3;0.8;1.6;4.8
282;Kyle Singler;OKC;28;68;43;25;14.4;2.1;0.4;0.5;0.4;0.1;1.8;3.4
283;Kyrie Irving;CLE;24;53;37;16;31.5;3.0;4.7;2.3;1.1;0.3;2.0;19.6
284;LaMarcus Aldridge;SAS;30;74;61;13;30.6;8.5;1.5;1.3;0.5;1.1;2.0;18.0
285;Lamar Patterson;ATL;24;35;23;12;11.3;1.4;1.1;0.7;0.3;0.1;1.3;2.4
286;Lance Stephenson;MEM;25;69;36;33;19.9;3.2;1.9;1.4;0.6;0.1;2.0;8.3
287;Lance Thomas;NYK;28;59;25;34;22.3;2.2;0.9;1.0;0.4;0.1;1.8;8.2
288;Langston Galloway;NYK;24;82;32;50;24.8;3.5;2.5;0.7;0.9;0.3;2.2;7.6
289;Larry Nance Jr.;LAL;23;63;14;49;20.1;5.0;0.7;0.7;0.9;0.4;2.0;5.5
290;Lavoy Allen;IND;27;79;43;36;20.2;5.4;1.0;0.9;0.3;0.5;1.9;5.4
291;LeBron James;CLE;31;76;56;20;35.6;7.4;6.8;3.3;1.4;0.6;1.9;25.3
292;Leandro Barbosa;GSW;33;68;60;8;15.9;1.7;1.2;0.8;0.6;0.1;1.6;6.4
293;Lorenzo Brown;DET;25;8;1;7;7.6;0.9;1.4;1.1;0.4;0.1;0.5;2.5
294;Lou Amundson;NYK;33;29;11;18;7.0;1.7;0.4;0.5;0.2;0.2;1.5;1.8
295;Lou Williams;LAL;29;67;14;53;28.5;2.5;2.5;1.6;0.9;0.3;1.6;15.3
296;Luc Mbah a Moute;LAC;29;75;49;26;17.0;2.3;0.4;0.5;0.6;0.3;1.3;3.1
297;Lucas Nogueira;TOR;23;29;17;12;7.7;1.6;0.2;0.4;0.4;0.4;1.0;2.2
298;Luis Montero;POR;23;12;6;6;3.5;0.3;0.1;0.3;0.0;0.0;0.1;1.2
299;Luis Scola;TOR;36;76;50;26;21.5;4.8;0.9;0.9;0.6;0.4;2.3;8.7
300;Luke Babbitt;NOP;27;47;16;31;18.0;3.1;1.1;0.5;0.2;0.1;1.9;7.0
301;Luol Deng;MIA;31;74;45;29;32.4;6.0;1.9;1.1;1.0;0.4;1.6;12.3
302;Manu Ginobili;SAS;38;58;47;11;19.6;2.5;3.1;1.7;1.1;0.2;1.7;9.6
303;Marc Gasol;MEM;31;52;30;22;34.4;7.0;3.8;2.3;1.0;1.3;2.7;16.6
304;Marcelo Huertas;LAL;33;53;8;45;16.4;1.7;3.4;1.5;0.5;0.1;1.4;4.5
305;Marcin Gortat;WAS;32;75;35;40;30.1;9.9;1.4;1.6;0.6;1.3;2.6;13.5
306;Marco Belinelli;SAC;30;68;27;41;24.6;1.7;1.9;1.2;0.5;0.0;1.3;10.2
307;Marcus Morris;DET;26;80;42;38;35.7;5.1;2.5;1.8;0.8;0.3;2.1;14.1
308;Marcus Smart;BOS;22;61;36;25;27.3;4.2;3.0;1.3;1.5;0.3;3.0;9.1
309;Marcus Thornton;WAS;29;61;32;29;18.2;2.5;1.4;0.8;0.8;0.1;1.5;9.7
310;Mario Chalmers;MIA;30;61;38;23;22.5;2.6;3.8;1.8;1.4;0.2;3.0;10.3
311;Mario Hezonja;ORL;21;79;33;46;17.9;2.2;1.4;1.2;0.5;0.2;1.6;6.1
312;Markel Brown;BKN;24;62;12;50;15.8;2.0;1.5;0.9;0.6;0.2;1.5;5.9
313;Markieff Morris;WAS;26;64;22;42;25.5;5.5;1.9;2.1;0.9;0.5;2.9;12.0
314;Marreese Speights;GSW;28;72;64;8;11.6;3.3;0.8;0.9;0.3;0.5;1.6;7.1
315;Marvin Williams;CHA;30;81;47;34;28.9;6.4;1.4;0.8;0.7;1.0;1.6;11.7
316;Mason Plumlee;POR;26;82;44;38;25.4;7.7;2.8;1.9;0.8;1.0;3.1;9.1
317;Matt Barnes;MEM;36;76;38;38;28.8;5.5;2.1;1.6;1.0;0.8;3.1;10.0
318;Matt Bonner;SAS;36;30;25;5;6.9;0.9;0.3;0.1;0.2;0.0;0.5;2.5
319;Matthew Dellavedova;CLE;25;76;54;22;24.6;2.1;4.4;1.5;0.6;0.1;2.3;7.5
320;Maurice Harkless;POR;23;78;40;38;18.7;3.6;0.9;0.8;0.6;0.4;1.6;6.4
321;Metta World Peace;LAL;36;35;6;29;16.9;2.5;0.8;0.4;0.6;0.3;1.9;5.0
322;Meyers Leonard;POR;24;61;33;28;21.8;5.1;1.5;1.3;0.1;0.3;3.0;8.4
323;Michael Beasley;HOU;27;20;10;10;18.1;4.9;0.8;1.2;0.6;0.5;2.0;12.8
324;Michael Carter-Williams;MIL;24;54;21;33;30.5;5.1;5.2;2.8;1.5;0.8;3.0;11.5
325;Michael Kidd-Gilchrist;CHA;22;7;5;2;29.2;6.4;1.3;1.1;0.4;0.4;1.3;12.7
326;Mike Conley;MEM;28;56;33;23;31.4;2.9;6.1;1.5;1.2;0.3;1.8;15.3
327;Mike Dunleavy;CHI;35;31;13;18;22.7;2.7;1.3;0.8;0.5;0.3;2.1;7.2
328;Mike Miller;DEN;36;47;21;26;7.9;1.1;0.9;0.4;0.3;0.1;1.1;1.3
329;Mike Muscala;ATL;24;60;34;26;9.4;2.0;0.6;0.5;0.2;0.5;1.2;3.3
330;Mike Scott;ATL;27;75;46;29;15.3;2.7;1.0;0.6;0.3;0.2;1.4;6.2
331;Miles Plumlee;MIL;27;61;23;38;14.3;3.8;0.3;0.7;0.3;0.8;1.2;5.1
332;Mirza Teletovic;PHX;30;79;23;56;21.3;3.8;1.1;1.1;0.4;0.3;2.0;12.2
333;Mitch McGary;OKC;24;20;17;3;3.6;0.9;0.2;0.4;0.1;0.1;0.5;1.3
334;Mo Williams;CLE;33;41;27;14;18.2;1.8;2.4;1.4;0.3;0.1;1.5;8.2
335;Monta Ellis;IND;30;81;44;37;33.8;3.3;4.7;2.5;1.9;0.5;2.1;13.8
336;Montrezl Harrell;HOU;22;39;17;22;9.7;1.7;0.4;0.4;0.3;0.3;1.2;3.6
337;Myles Turner;IND;20;60;32;28;22.8;5.5;0.7;1.1;0.4;1.4;2.6;10.3
338;Nate Robinson;NOP;32;2;0;2;11.6;0.0;2.0;0.0;0.5;0.0;2.5;0.0
339;Nazr Mohammed;OKC;38;5;5;0;3.9;0.8;0.0;0.6;0.0;0.0;0.8;1.6
340;Nemanja Bjelica;MIN;28;60;20;40;17.9;3.5;1.4;0.8;0.4;0.4;2.6;5.1
341;Nene;WAS;33;57;28;29;19.2;4.5;1.7;1.3;0.9;0.5;2.7;9.2
342;Nerlens Noel;PHI;22;67;10;57;29.3;8.1;1.8;2.4;1.8;1.5;2.9;11.1
343;Nick Collison;OKC;35;59;39;20;11.9;2.9;0.9;0.8;0.3;0.3;1.8;2.1
344;Nick Young;LAL;31;54;13;41;19.1;1.8;0.6;0.6;0.4;0.1;0.9;7.3
345;Nicolas Batum;CHA;27;70;41;29;35.0;6.1;5.8;2.9;0.9;0.6;1.6;14.9
346;Nik Stauskas;PHI;22;73;8;65;24.8;2.5;1.9;1.3;0.6;0.3;1.6;8.5
347;Nikola Jokic;DEN;21;80;31;49;21.7;7.0;2.4;1.3;1.0;0.6;2.6;10.0
348;Nikola Mirotic;CHI;25;66;37;29;24.9;5.5;1.5;1.5;0.9;0.7;2.3;11.8
349;Nikola Pekovic;MIN;30;12;2;10;13.0;1.8;0.9;0.8;0.1;0.0;1.8;4.5
350;Nikola Vucevic;ORL;25;65;28;37;31.3;8.9;2.8;1.9;0.8;1.1;2.7;18.2
351;Noah Vonleh;POR;20;78;41;37;15.0;3.9;0.4;0.6;0.3;0.3;1.9;3.6
352;Norman Powell;TOR;23;49;32;17;14.8;2.3;1.0;0.7;0.6;0.2;1.2;5.6
353;Norris Cole;NOP;27;45;20;25;26.6;3.4;3.7;1.7;0.8;0.1;2.3;10.6
354;O.J. Mayo;MIL;28;41;17;24;26.6;2.6;2.9;1.8;1.2;0.2;3.1;7.8
355;Omer Asik;NOP;29;68;29;39;17.3;6.1;0.4;0.9;0.3;0.3;1.8;4.0
356;Omri Casspi;SAC;28;69;27;42;27.3;5.9;1.4;1.4;0.8;0.2;2.2;11.8
357;Orlando Johnson;NOP;27;7;1;6;14.5;2.1;0.3;0.6;0.4;0.4;1.3;3.7
358;Otto Porter;WAS;23;75;36;39;30.3;5.2;1.6;0.9;1.4;0.4;2.2;11.6
359;PJ Hairston;MEM;23;66;31;35;19.9;2.6;0.6;0.6;0.5;0.2;2.1;6.2
360;PJ Tucker;PHX;31;82;23;59;31.0;6.2;2.2;1.4;1.3;0.2;2.5;8.0
361;Pablo Prigioni;LAC;39;59;37;22;13.9;1.9;2.2;0.8;0.9;0.0;1.4;2.5
362;Pat Connaughton;POR;23;34;17;17;4.2;0.9;0.3;0.3;0.1;0.0;0.2;1.1
363;Patrick Beverley;HOU;27;71;35;36;28.7;3.5;3.4;1.3;1.3;0.4;3.3;9.9
364;Patrick Patterson;TOR;27;79;54;25;25.6;4.3;1.2;0.8;0.7;0.4;1.6;6.9
365;Patty Mills;SAS;27;81;66;15;20.5;2.0;2.8;0.9;0.7;0.1;1.3;8.5
366;Pau Gasol;CHI;35;72;36;36;31.8;11.0;4.1;2.3;0.6;2.0;2.1;16.5
367;Paul George;IND;26;81;44;37;34.8;7.0;4.1;3.3;1.9;0.4;2.8;23.1
368;Paul Millsap;ATL;31;81;48;33;32.7;9.0;3.3;2.4;1.8;1.7;2.9;17.1
369;Paul Pierce;LAC;38;68;44;24;18.1;2.7;1.0;0.9;0.5;0.3;1.9;6.1
370;Phil Pressey;POR;25;23;3;20;12.3;1.3;3.3;1.4;0.8;0.2;1.2;3.3
371;Quincy Acy;SAC;25;59;21;38;14.8;3.2;0.5;0.5;0.5;0.4;1.7;5.2
372;RJ Hunter;BOS;22;36;21;15;8.7;1.0;0.4;0.3;0.4;0.1;0.8;2.7
373;Rajon Rondo;SAC;30;72;29;43;35.2;6.0;11.7;3.9;2.0;0.1;2.4;11.9
374;Rakeem Christmas;IND;24;1;1;0;6.1;1.0;0.0;0.0;0.0;0.0;1.0;4.0
375;Ramon Sessions;WAS;30;82;41;41;20.3;2.5;2.9;1.4;0.6;0.1;1.2;9.9
376;Randy Foye;OKC;32;81;37;44;20.3;1.9;2.0;1.1;0.5;0.4;1.6;5.9
377;Rashad Vaughn;MIL;19;70;30;40;14.3;1.3;0.6;0.4;0.4;0.2;1.0;3.1
378;Rasual Butler;SAS;37;46;41;5;9.4;1.2;0.5;0.2;0.3;0.5;0.2;2.7
379;Raul Neto;UTA;24;81;40;41;18.5;1.5;2.1;1.3;0.8;0.0;1.5;5.9
380;Ray McCallum;SAS;25;41;30;11;11.6;1.1;1.5;0.6;0.3;0.2;0.7;3.3
381;Raymond Felton;DAL;32;80;40;40;27.4;3.2;3.6;1.5;0.9;0.2;1.8;9.5
382;Reggie Bullock;DET;25;37;22;15;11.6;1.8;0.7;0.2;0.3;0.1;0.8;3.3
383;Reggie Jackson;DET;26;79;43;36;30.7;3.2;6.2;2.8;0.7;0.1;2.4;18.8
384;Richard Jefferson;CLE;36;74;51;23;17.9;1.7;0.8;0.6;0.4;0.2;1.7;5.5
385;Richaun Holmes;PHI;22;51;7;44;13.8;2.6;0.6;0.6;0.4;0.8;1.8;5.6
386;Ricky Rubio;MIN;25;76;28;48;30.6;4.3;8.7;2.5;2.1;0.1;2.6;10.1
387;Robert Covington;PHI;25;67;10;57;28.4;6.3;1.4;2.1;1.6;0.6;3.5;12.8
388;Robert Sacre;LAL;27;25;2;23;12.8;2.9;0.6;0.5;0.2;0.4;1.7;3.5
389;Robin Lopez;NYK;28;82;32;50;27.1;7.3;1.4;1.6;0.2;1.6;2.2;10.3
390;Rodney Hood;UTA;23;79;39;40;32.2;3.4;2.7;1.6;0.9;0.2;2.6;14.5
391;Rodney Stuckey;IND;30;58;33;25;22.0;2.7;2.4;1.3;0.7;0.1;1.3;8.9
392;Rondae Hollis-Jefferson;BKN;21;29;7;22;21.2;5.3;1.5;0.9;1.3;0.6;2.1;5.8
393;Ronnie Price;PHX;33;62;20;42;19.5;1.6;2.4;1.1;1.2;0.2;2.6;5.3
394;Roy Hibbert;LAL;29;81;17;64;23.2;4.9;1.2;0.9;0.4;1.4;3.1;5.9
395;Rudy Gay;SAC;29;70;29;41;34.0;6.5;1.7;2.0;1.4;0.7;2.6;17.2
396;Rudy Gobert;UTA;24;61;33;28;31.7;11.0;1.5;1.9;0.7;2.2;2.7;9.1
397;Russ Smith;MEM;25;15;6;9;4.4;0.6;0.7;0.5;0.3;0.1;0.3;1.5
398;Russell Westbrook;OKC;27;80;55;25;34.4;7.8;10.4;4.3;2.0;0.3;2.5;23.5
399;Ryan Anderson;NOP;28;66;24;42;30.4;6.0;1.1;1.4;0.6;0.4;1.7;17.0
400;Ryan Hollins;MEM;31;37;18;19;12.4;2.6;0.3;0.6;0.2;0.6;1.7;3.4
401;Ryan Kelly;LAL;25;36;3;33;13.1;3.4;0.6;0.5;0.4;0.3;1.1;4.2
402;Salah Mejri;DAL;30;34;16;18;11.7;3.6;0.3;0.7;0.2;1.1;1.6;3.7
403;Sam Dekker;HOU;22;3;1;2;2.0;0.3;0.0;0.0;0.3;0.0;0.0;0.0
404;Sasha Kaun;CLE;31;25;18;7;3.8;1.0;0.1;0.3;0.2;0.2;0.4;0.9
405;Sasha Vujacic;NYK;32;61;22;39;14.9;2.4;1.4;0.7;0.6;0.1;1.4;4.9
406;Sean Kilpatrick;BKN;26;31;7;24;19.9;1.8;0.9;1.0;0.4;0.1;1.2;11.1
407;Serge Ibaka;OKC;26;78;54;24;32.1;6.8;0.8;1.4;0.5;1.9;2.7;12.6
408;Sergey Karasev;BKN;22;40;9;31;10.0;1.5;0.9;0.6;0.2;0.1;0.7;2.4
409;Seth Curry;SAC;25;44;17;27;15.7;1.4;1.5;0.8;0.5;0.1;0.9;6.8
410;Shabazz Muhammad;MIN;23;82;29;53;20.5;3.3;0.6;0.9;0.3;0.1;1.1;10.5
411;Shabazz Napier;ORL;24;55;23;32;10.9;1.0;1.8;0.8;0.4;0.0;0.7;3.7
412;Shane Larkin;BKN;23;78;20;58;22.4;2.3;4.4;1.9;1.2;0.2;1.6;7.3
413;Shaun Livingston;GSW;30;78;69;9;19.5;2.2;3.0;1.0;0.7;0.3;1.8;6.3
414;Shayne Whittington;IND;25;7;4;3;5.8;1.7;0.4;0.7;0.1;0.1;1.0;1.6
415;Shelvin Mack;UTA;26;52;27;25;20.3;2.5;3.6;1.8;0.7;0.1;1.4;8.6
416;Solomon Hill;IND;25;59;31;28;14.7;2.8;1.0;0.6;0.6;0.2;1.2;4.2
417;Sonny Weems;PHX;29;43;6;37;11.6;1.2;1.1;1.0;0.2;0.0;1.1;2.5
418;Spencer Dinwiddie;CHI;23;12;5;7;13.3;1.4;1.8;0.6;0.3;0.0;1.7;4.8
419;Spencer Hawes;CHA;28;57;30;27;18.2;4.3;1.9;1.0;0.4;0.5;1.9;6.0
420;Stanley Johnson;DET;20;73;37;36;23.1;4.2;1.6;1.6;0.8;0.2;2.4;8.1
421;Stephen Curry;GSW;28;79;71;8;34.2;5.4;6.7;3.3;2.1;0.2;2.0;30.1
422;Steve Blake;DET;36;58;34;24;17.0;1.5;3.4;1.4;0.4;0.1;1.2;4.4
423;Steve Novak;MIL;33;10;8;2;4.4;0.5;0.0;0.1;0.0;0.0;0.3;2.4
424;Steven Adams;OKC;22;80;54;26;25.2;6.7;0.8;1.1;0.5;1.1;2.8;8.0
425;TJ McConnell;PHI;24;81;10;71;19.8;3.1;4.5;1.7;1.2;0.1;1.4;6.1
426;TJ Warren;PHX;22;47;14;33;22.8;3.1;0.9;0.7;0.8;0.3;2.0;11.0
427;Taj Gibson;CHI;31;73;37;36;26.5;6.9;1.5;1.1;0.6;1.1;2.5;8.6
428;Tarik Black;LAL;24;39;6;33;12.7;4.0;0.4;0.6;0.4;0.5;2.0;3.4
429;Tayshaun Prince;MIN;36;77;27;50;19.0;1.9;1.0;0.4;0.5;0.2;0.8;2.9
430;Terrence Jones;HOU;24;50;24;26;20.9;4.2;0.8;1.0;0.5;0.8;1.7;8.7
431;Terrence Ross;TOR;25;73;53;20;23.9;2.5;0.8;0.6;0.7;0.3;1.6;9.9
432;Terry Rozier;BOS;22;39;24;15;8.0;1.6;0.9;0.5;0.2;0.0;0.6;1.8
433;Thabo Sefolosha;ATL;32;75;42;33;23.4;4.5;1.4;0.9;1.1;0.5;1.5;6.4
434;Thaddeus Young;BKN;28;73;21;52;33.0;9.0;1.9;1.9;1.5;0.5;2.5;15.1
435;Thanasis Antetokounmpo;NYK;23;2;1;1;3.1;0.5;0.0;0.0;0.0;0.0;1.0;3.0
436;Thomas Robinson;BKN;25;71;16;55;12.9;5.1;0.6;1.0;0.5;0.5;1.6;4.3
437;Tiago Splitter;ATL;31;36;21;15;16.1;3.3;0.8;0.7;0.6;0.3;2.0;5.6
438;Tibor Pleiss;UTA;26;12;7;5;6.8;1.3;0.2;0.7;0.1;0.2;1.6;2.0
439;Tim Duncan;SAS;40;61;50;11;25.2;7.3;2.7;1.5;0.8;1.3;2.0;8.6
440;Tim Frazier;NOP;25;51;25;26;14.5;2.2;3.2;1.3;0.6;0.0;1.4;5.1
441;Tim Hardaway Jr.;ATL;24;51;29;22;16.9;1.7;1.0;0.5;0.4;0.1;0.9;6.4
442;Timofey Mozgov;CLE;29;76;52;24;17.4;4.4;0.4;0.9;0.3;0.8;2.1;6.3
443;Tobias Harris;DET;23;76;37;39;33.1;6.7;2.2;1.4;0.9;0.5;2.0;14.7
444;Toney Douglas;NOP;30;61;22;39;20.7;2.3;2.6;1.0;1.1;0.1;2.1;8.7
445;Tony Allen;MEM;34;64;34;30;25.3;4.6;1.1;1.2;1.7;0.3;2.7;8.4
446;Tony Parker;SAS;34;72;59;13;27.5;2.4;5.3;1.8;0.8;0.2;1.6;11.9
447;Tony Snell;CHI;24;64;33;31;20.3;3.1;1.0;0.8;0.3;0.3;1.6;5.3
448;Tony Wroten;NYK;23;8;0;8;18.0;2.6;2.5;3.6;0.4;0.0;1.4;8.4
449;Trevor Ariza;HOU;31;81;40;41;35.3;4.5;2.3;1.4;2.0;0.3;2.2;12.7
450;Trevor Booker;UTA;28;79;39;40;20.7;5.7;1.1;1.0;0.7;0.5;2.1;5.9
451;Trey Burke;UTA;23;64;31;33;21.3;1.8;2.3;1.3;0.5;0.1;1.3;10.6
452;Trey Lyles;UTA;20;80;38;42;17.3;3.7;0.7;0.8;0.3;0.2;1.4;6.1
453;Tristan Thompson;CLE;25;82;57;25;27.7;9.0;0.8;0.7;0.5;0.6;2.5;7.8
454;Troy Daniels;CHA;24;43;25;18;11.1;1.3;0.5;0.6;0.3;0.1;0.9;5.6
455;Ty Lawson;IND;28;66;31;35;21.4;1.8;3.6;1.4;0.8;0.1;1.3;5.7
456;Tyler Ennis;MIL;21;46;17;29;14.2;1.6;2.1;1.0;0.5;0.0;1.4;4.5
457;Tyler Hansbrough;CHA;30;44;28;16;7.8;2.0;0.2;0.3;0.3;0.2;1.3;2.4
458;Tyler Johnson;MIA;24;36;19;17;24.0;3.0;2.2;1.3;0.7;0.4;1.8;8.7
459;Tyler Zeller;BOS;26;60;38;22;11.8;3.0;0.5;0.8;0.2;0.4;1.6;6.1
460;Tyreke Evans;NOP;26;25;11;14;30.6;5.2;6.6;2.9;1.3;0.3;2.6;15.2
461;Tyson Chandler;PHX;33;66;18;48;24.5;8.7;1.0;1.4;0.5;0.7;2.2;7.2
462;Tyus Jones;MIN;20;37;13;24;15.5;1.3;2.9;0.9;0.8;0.1;0.9;4.2
463;Udonis Haslem;MIA;36;37;25;12;7.0;2.0;0.4;0.1;0.1;0.1;0.7;1.6
464;Victor Oladipo;ORL;24;72;32;40;33.0;4.8;3.9;2.1;1.6;0.8;2.4;16.0
465;Vince Carter;MEM;39;60;33;27;16.8;2.4;0.9;0.6;0.6;0.3;1.7;6.6
466;Walter Tavares;ATL;24;11;7;4;6.6;1.9;0.3;0.5;0.1;0.5;0.7;2.3
467;Wayne Ellington;BKN;28;76;18;58;21.3;2.3;1.1;0.6;0.6;0.1;1.1;7.7
468;Wesley Johnson;LAC;28;80;51;29;20.8;3.1;0.6;0.7;1.1;0.7;2.2;6.9
469;Wesley Matthews;DAL;29;78;40;38;33.9;3.1;1.9;1.0;1.0;0.2;2.3;12.5
470;Will Barton;DEN;25;82;33;49;28.7;5.8;2.5;1.7;0.9;0.5;1.8;14.4
471;Willie Cauley-Stein;SAC;22;66;26;40;21.4;5.3;0.6;0.7;0.7;1.0;2.2;7.0
472;Willie Reed;BKN;26;39;8;31;10.9;3.1;0.3;0.4;0.2;0.8;1.2;4.7
473;Xavier Munford;MEM;24;14;3;11;17.4;2.2;1.6;1.1;0.9;0.2;1.8;5.7
474;Zach LaVine;MIN;21;82;29;53;28.0;2.8;3.1;1.9;0.8;0.2;2.4;14.0
475;Zach Randolph;MEM;34;68;37;31;29.7;7.8;2.1;1.5;0.6;0.2;2.1;15.3
476;Zaza Pachulia;DAL;32;76;40;36;26.4;9.4;1.7;1.6;0.8;0.3;2.4;8.6